Date,Open,High,Low,Close
2011-11-15,105.01,105.52,103.98,104.2
2011-11-16,104.21,104.38,103.4,103.63
2011-11-17,103.65,104.16,103.41,103.7
2011-11-18,103.68,104.27,103.51,104.02
2011-11-21,104,104.21,103.23,103.75
2011-11-22,103.74,104.35,103.69,104.03
2011-11-23,104.01,104.13,103.05,103.15
2011-11-24,103.15,103.46,102.7,102.9
2011-11-25,102.91,103.25,102.49,102.91
2011-11-28,103.16,104.5,103.08,103.94
2011-11-29,103.87,104.4,103.44,103.92
2011-11-30,103.92,104.72,103.33,104.28
2011-12-01,104.29,105.04,104.2,104.61
2011-12-02,104.6,105.67,104.1,104.43
2011-12-05,104.67,104.99,104,104.26
2011-12-06,104.26,104.34,103.63,104.15
2011-12-07,104.15,104.53,103.77,104.16
2011-12-08,104.17,104.2,103,103.58
2011-12-09,103.6,104.41,103.13,103.92
2011-12-12,103.73,103.87,102.61,102.63
2011-12-13,102.66,102.98,101.46,101.62
2011-12-14,101.62,101.82,101.09,101.38
2011-12-15,101.36,101.6,101.04,101.43
2011-12-16,101.42,101.79,101.12,101.42
2011-12-19,101.36,101.61,101.26,101.42
2011-12-20,101.4,102.17,101.38,101.81
2011-12-21,101.82,102.52,101.45,101.79
2011-12-22,101.79,102.35,101.72,102.01
2011-12-23,101.99,102.2,101.73,101.82
2011-12-26,101.83,101.98,101.7,101.81
2011-12-27,101.81,101.91,101.65,101.76
2011-12-28,101.78,101.79,100.72,100.82
2011-12-29,100.84,100.85,100.05,100.53
2011-12-30,100.52,100.69,99.49,99.66
2012-01-02,99.78,99.83,99.33,99.44
2012-01-03,99.46,100.3,99.43,100.14
2012-01-04,100.12,100.2,99.05,99.29
2012-01-05,99.28,99.35,98.49,98.63
2012-01-06,98.64,98.85,97.87,97.87
2012-01-09,97.474,98.249,97.277,98.136
2012-01-10,98.15,98.46,97.96,98.14
2012-01-11,98.12,98.38,97.43,97.7
2012-01-12,97.69,98.55,97.66,98.37
2012-01-13,98.39,98.8,97.2,97.59
2012-01-16,97.19,97.39,97.03,97.15
2012-01-17,97.14,98.32,97.13,97.88
2012-01-18,97.885,98.868,97.682,98.689
2012-01-19,98.7,100.05,98.54,99.97
2012-01-20,99.97,100.32,99.42,99.61
2012-01-23,99.137,100.48,99.137,100.18
2012-01-24,100.17,101.3,100.01,101.19
2012-01-25,101.2,101.98,100.97,101.77
2012-01-26,101.78,102.21,101.41,101.5
2012-01-27,101.49,101.57,100.59,101.37
2012-01-30,101.44,101.45,99.99,100.35
2012-01-31,100.35,100.88,99.54,99.86
2012-02-01,99.86,100.7,99.24,100.33
2012-02-02,100.36,100.46,99.62,100.14
2012-02-03,100.14,100.87,99.92,100.78
2012-02-06,100.45,100.59,99.84,100.49
2012-02-07,100.47,101.99,100.37,101.86
2012-02-08,101.82,102.43,101.64,102.09
2012-02-09,102.11,103.3,101.85,103.16
2012-02-10,103.15,103.23,102.16,102.45
2012-02-13,102.81,103.19,102.17,102.18
2012-02-14,102.19,103.19,101.83,102.94
2012-02-15,102.95,103.48,102.19,102.36
2012-02-16,102.38,103.83,101.92,103.58
2012-02-17,103.58,104.67,103.43,104.54
2012-02-20,105.29,105.73,104.65,105.36
2012-02-21,105.37,105.99,105.03,105.51
2012-02-22,105.5,106.56,105.48,106.37
2012-02-23,106.36,107.01,106.15,106.95
2012-02-24,106.94,109.24,106.87,109.21
2012-02-27,109.83,109.83,107.19,107.8
2012-02-28,107.81,108.74,107.3,108.33
2012-02-29,108.33,108.72,107.88,108.29
2012-03-01,108.31,108.45,107.69,108.03
2012-03-02,108.03,108.45,107.57,107.98
2012-03-05,108.02,108.02,106.92,107.73
2012-03-06,107.73,107.87,105.63,105.89
2012-03-07,105.89,106.8,105.7,106.73
2012-03-08,106.72,108.47,106.6,108.26
2012-03-09,108.22,108.64,107.69,108.22
2012-03-12,108.15,108.3,107.5,108.28
2012-03-13,108.29,108.72,107.87,108.57
2012-03-14,108.57,109.37,108.37,109.12
2012-03-15,109.11,109.64,108.58,109.29
2012-03-16,109.28,109.99,109.01,109.92
2012-03-19,110.07,110.56,109.17,110.35
2012-03-20,110.36,110.83,110.28,110.7
2012-03-21,110.72,111.44,110.04,110.21
2012-03-22,110.23,110.46,108.49,109.04
2012-03-23,109.04,109.83,108.6,109.27
2012-03-26,109.38,110.71,109.17,110.7
2012-03-27,110.67,111.25,110.35,110.8
2012-03-28,110.79,110.91,109.87,110.37
2012-03-29,110.36,110.51,108.77,109.58
2012-03-30,109.59,110.6,109.03,110.55
2012-04-02,110.81,111.14,108.96,109.34
2012-04-03,109.32,109.81,108.69,109.6
2012-04-04,109.61,109.7,107.9,108.29
2012-04-05,108.3,108.41,106.88,107.6
2012-04-06,107.6,107.84,106.54,106.89
2012-04-09,106.79,107.24,106.11,106.92
2012-04-10,106.91,107.47,105.48,105.61
2012-04-11,105.59,106.68,105.44,106.01
2012-04-12,106,106.8,105.96,106.63
2012-04-13,106.65,107.08,105.73,105.81
2012-04-16,105.8,105.8,104.64,105.63
2012-04-17,105.62,106.31,105.28,106.18
2012-04-18,106.17,106.89,106.16,106.63
2012-04-19,106.62,107.35,106.51,107.18
2012-04-20,107.16,108,107.09,107.77
2012-04-23,107.63,107.8,106.32,106.79
2012-04-24,106.8,107.4,106.31,107.3
2012-04-25,107.3,107.64,107.12,107.52
2012-04-26,107.51,107.66,106.49,106.83
2012-04-27,106.82,107.44,106.17,106.4
2012-04-30,106.33,106.42,105.46,105.68
2012-05-01,105.69,106.2,105.54,106.02
2012-05-02,106.02,106.52,105.15,105.41
2012-05-03,105.39,106.09,105.31,105.47
2012-05-04,105.47,105.55,104.4,104.45
2012-05-07,103.88,104.43,103.23,104.31
2012-05-08,104.32,104.41,103.49,103.82
2012-05-09,103.82,103.91,102.72,102.97
2012-05-10,102.97,103.74,102.91,103.29
2012-05-11,103.29,103.56,102.94,103.24
2012-05-14,103.03,103.34,102.2,102.41
2012-05-15,102.4,102.84,101.99,102.15
2012-05-16,102.15,102.67,101.88,102.14
2012-05-17,102.14,102.35,100.53,100.57
2012-05-18,100.59,101.07,100.18,100.9
2012-05-21,101.19,101.67,100.83,101.53
2012-05-22,101.52,102.07,101.09,101.37
2012-05-23,101.37,101.43,99.492,99.96
2012-05-24,99.96,100.21,99.328,99.72
2012-05-25,99.72,100.27,99.444,99.68
2012-05-28,100.12,100.19,99.483,99.64
2012-05-29,99.63,99.91,98.911,99.273
2012-05-30,99.285,99.332,97.722,97.815
2012-05-31,97.818,98.02,96.577,96.866
2012-06-01,96.866,97.449,95.574,96.98
2012-06-04,97.082,97.97,96.728,97.854
2012-06-05,97.865,98.298,97.016,98.032
